,nombre,precio_publicado,precio_regular,categoria,SKU,url_producto,stock,descripcion
44,AURICULARES PHILIPS TAH4105BK/00 NEGRO VINCHA,21429.0,21429,/Tecnología/AUDIO/AURICULARES/,11619,https://portal.vtexcommercestable.com.br/auriculares-philips-tah4105bk-00-negro/p,22,"Auriculares On EarTAH4105BK/00. Tus ritmos. Tu estilo. Auriculares On Ear | Graves enriquecidos, sonido claro | Dise&ntilde;o plegable para guardarlo f&aacute;cilmente | Micr&oacute;fono para llamadas con manos libres | Control remoto que permite reproducir o detener canciones y atender llamadas con solo pulsar un bot&oacute;n | Excelente sistema de aislaci&oacute;n de sonido | Controladores de 32mm | Almohadillas suaves para mayor comodidad | Banda sujetadora acolchada, ligera y ajustable | Garant&iacute;a: 1 a&ntilde;o | Origen: China."
45,Auriculares Dekkin Vincha Con Cable Celeste,7149.0,7149,/Tecnología/AUDIO/AURICULARES/,38632,https://portal.vtexcommercestable.com.br/auriculares-dekkin-vincha-con-cable-celeste/p,9,"<p>- Auricular tipo vincha.</p><p>- Con microfono incorporado.</p><p>- Frecuencia: 20 Hz - 20 KHz.</p><p>- Material: ABS.</p><p>- Conectividad: Alambrico 3.5 mm.</p><p>- Largo del cable: 1,2 m.</p>"
46,AURICULARES PHILIPS TAUE101BK/00,7309.0,7309,/Tecnología/AUDIO/PARLANTES PORTATILES/,13748,https://portal.vtexcommercestable.com.br/auriculares-philips-taue101bk-00/p,17,"<p style=""font-weight: 400; text-align: left;""><strong>Auriculares con micr&oacute;fono Philips TAUE101BK/00.</strong></p><ul><li style=""font-weight: 400; text-align: left;"">Sonido de graves para mayor calidad de sonido.</li><li style=""font-weight: 400; text-align: left;"">Controladores de parlante de 14,2 mm para unos graves profundos y un sonido n&iacute;tido.</li><li style=""font-weight: 400; text-align: left;"">Dise&ntilde;ados para ajustarse c&oacute;modamente a la forma de la oreja.</li><li style=""font-weight: 400; text-align: left;"">Micr&oacute;fono incorporado y bot&oacute;n de grabaci&oacute;n para facilitar la conversaci&oacute;n.</li><li style=""font-weight: 400; text-align: left;"">Parlante con controlador de neodimio: sonido puro y equilibrado.</li><li style=""font-weight: 400; text-align: left;"">Longitud del cable: 1,2&nbsp; m.</li><li style=""font-weight: 400; text-align: left;"">Sistema ac&uacute;stico abierto.</li><li style=""font-weight: 400; text-align: left;"">Respuesta de frecuencia: 20 - 20 000&nbsp; Hz.</li><li style=""font-weight: 400; text-align: left;"">Impedancia: 32&nbsp; ohmio.</li><li style=""font-weight: 400; text-align: left;"">Entrada m&aacute;xima de potencia: 5 mW.</li><li style=""font-weight: 400; text-align: left;"">Sensibilidad. 106&nbsp; dB</li><li style=""font-weight: 400; text-align: left;"">Di&aacute;metro del parlante: 14,2&nbsp; mm.</li></ul>"
47,AURICULARES PHILIPS TAE4105BK/00 NEGRO,10259.0,10259,/Tecnología/AUDIO/PARLANTES PORTATILES/,39466,https://portal.vtexcommercestable.com.br/auriculares-philips-tae4105bk-00-negro/p,7,"<p>-Longitud del cable: 1,2 m</p> <p>-Conector: 3,5 mm</p> <p>-Dimensiones del producto: Altura: 8 cm Ancho: 3 cm Profundidad: 2,8 cm</p>"
48,AURICULARES PHILIPS TAH4105WT/00 BLANCO VINCHA,21429.0,21429,/Tecnología/AUDIO/AURICULARES/,11566,https://portal.vtexcommercestable.com.br/auriculares-philips-tah4105wt-00-blanco/p,17,"Auriculares On EarTAH4105WT/00. Tus ritmos. Tu estilo. Auriculares On Ear | Graves enriquecidos, sonido claro | Dise&ntilde;o plegable para guardarlo f&aacute;cilmente | Micr&oacute;fono para llamadas con manos libres | Control remoto que permite reproducir o detener canciones y atender llamadas con solo pulsar un bot&oacute;n | Excelente sistema de aislaci&oacute;n de sonido | Controladores de 32mm | Almohadillas suaves para mayor comodidad | Banda sujetadora acolchada, ligera y ajustable | Garant&iacute;a: 1 a&ntilde;o | Origen: China."
49,Auriculares Dekkin Vincha Con Cable Verde,7149.0,7149,/Tecnología/AUDIO/AURICULARES/,38648,https://portal.vtexcommercestable.com.br/auriculares-dekkin-vincha-con-cable-verde/p,5,"<p>- Auricular tipo vincha.</p><p>- Con microfono incorporado.</p><p>- Frecuencia: 20 Hz - 20 KHz.</p><p>- Material: ABS.</p><p>- Conectividad: Alambrico 3.5 mm.</p><p>- Largo del cable: 1,2 m.</p>"
50,NOTEBOOK HP 240 G8 (59C83LT) 14 PULGADAS INTEL CORE i3 11 GEN 8 GB 512 GB,584999.0,835399,/Tecnología/INFORMÁTICA/NOTEBOOK/,44314,https://portal.vtexcommercestable.com.br/notebook-hp-240-g8-59c83lt-14-pulgadas-intel-core-i3-11-gen-8-gb-512-gb/p,5,"<h4>Dise&ntilde;o hermoso y ligero</h4> <p></p> <p>La laptop HP 240 sigue el ritmo de estilas<br />de trabajo m&oacute;viles gracias a un dise&ntilde;o<br />delgado y ero. La hermosa pantala con<br />su angosto bordo y relaci&oacute;n de pantalla y<br />(cuerpo grande brinda amplio espacio para<br />trabajar o reproducir contenido.</p> <p></p> <h4>Dise&ntilde;ada para trabajar y lista para la diversi&oacute;n</h4> <p></p> <p>Complete proyectos con seguridad gracias<br />ala tecnolog&iacute;a m&aacute;s reciente, que incluye un<br />potente procesador Inter] memoria y<br />almacenamiento.</p> <p></p> <h4>Conexi&oacute;n excepcional</h4> <p></p> <p>Esta laptop est&aacute; Ita para conectarse a<br />todos sus perif&eacute;ricos y se dise&ntilde;&oacute; para<br />satisfacer los nocosidados ompresarialos:<br />con un puerto de datos USB Type-C*.un<br />puerto R45 y un puerto HDMI</p>"
51,MONITOR GAMER ACER 24 PULGADAS KG241Q 144HZ 1MS FULL HD,170999.0,262899,/Tecnología/INFORMÁTICA/MONITORES/,38636,https://portal.vtexcommercestable.com.br/monitor-gamer-acer-24-pulgadas-kg241q-144hz-1ms-full-hd/p,2,"<p dir=""ltr""><span>- Relaci&oacute;n de aspecto: 16:9 </span></p> <p dir=""ltr""><span>- Brillo: 300 cd/m&sup2; </span></p> <p dir=""ltr""><span>- Contraste: 1000:1 </span></p> <p dir=""ltr""><span>- Resoluci&oacute;n de la pantalla: 1920 px x 1080 px </span></p> <p dir=""ltr""><span>- Tama&ntilde;o de la pantalla: 23.6 "" </span></p> <p dir=""ltr""><span>- Tecnolog&iacute;as de la pantalla: FreeSync </span></p> <p dir=""ltr""><span>- Tipo de pantalla: LED </span></p> <p dir=""ltr""><span>- Eficiencia energ&eacute;tica: F </span></p> <p dir=""ltr""><span>- Altura sin soporte: 33.6 cm </span></p> <p dir=""ltr""><span>- Altura con soporte: 43.7 cm </span></p> <p dir=""ltr""><span>- &Aacute;ngulo de visi&oacute;n horizontal: 170&deg; </span></p> <p dir=""ltr""><span>- Es Gamer: S&iacute; </span></p> <p dir=""ltr""><span>- Es reclinable: S&iacute; </span></p> <p dir=""ltr""><span>- Largo sin soporte: 6.07 cm </span></p> <p dir=""ltr""><span>- Largo con soporte: 23.1 cm </span></p> <p dir=""ltr""><span>- Frecuencia de actualizaci&oacute;n recomendada: 144 Hz </span></p> <p dir=""ltr""><span>- Tipo de resoluci&oacute;n: Full HD </span></p> <p dir=""ltr""><span>- Tiempo de respuesta GTG: 1 ms </span></p> <p dir=""ltr""><span>- Cantidad de colores de la pantalla: 16.7 millones </span></p> <p dir=""ltr""><span>- &Aacute;ngulo de visi&oacute;n vertical: 160&deg; </span></p> <p dir=""ltr""><span>- Voltaje: 100V/240V </span></p> <p dir=""ltr""><span>- Peso sin soporte: 3.7 kg </span></p> <p dir=""ltr""><span>- Peso con soporte: 4.1 kg </span></p> <p dir=""ltr""><span>- Ancho sin soporte: 56.6 cm </span></p> <p dir=""ltr""><span>- Ancho con soporte: 56.6 cm </span></p> <p dir=""ltr""><span>- Con altavoces incorporados: S&iacute; </span></p> <p dir=""ltr""><span>- Con c&aacute;mara: No </span></p>"
52,NOTEBOOK HP 240 G8 (59C86LT) 14 PULGADAS INTEL CORE i5 11 GEN 8 GB 512 GB,689999.0,993699,/Tecnología/INFORMÁTICA/NOTEBOOK/,44311,https://portal.vtexcommercestable.com.br/notebook-hp-240-g8-59c86lt-14-pulgadas-intel-core-i5-11-gen-8-gb-512-gb/p,3,"<h4>Dise&ntilde;o hermoso y ligero</h4> <p></p> <p>La laptop HP 240 sigue el ritmo de estilas<br />de trabajo m&oacute;viles gracias a un dise&ntilde;o<br />delgado y ero. La hermosa pantala con<br />su angosto bordo y relaci&oacute;n de pantalla y<br />(cuerpo grande brinda amplio espacio para<br />trabajar o reproducir contenido.</p> <p></p> <h4>Dise&ntilde;ada para trabajar y lista para la diversi&oacute;n</h4> <p></p> <p>Complete proyectos con seguridad gracias<br />ala tecnolog&iacute;a m&aacute;s reciente, que incluye un<br />potente procesador Inter] memoria y<br />almacenamiento.</p> <p></p> <h4>Conexi&oacute;n excepcional</h4> <p></p> <p>Esta laptop est&aacute; Ita para conectarse a<br />todos sus perif&eacute;ricos y se dise&ntilde;&oacute; para<br />satisfacer los nocosidados ompresarialos:<br />con un puerto de datos USB Type-C*.un<br />puerto R45 y un puerto HDMI</p>"
53,"NOTEBOOK GFAST 13,5 PULGADAS INTEL CELERON N4020 4 GB 128 GB SSD N-130",235799.0,235799,/Tecnología/INFORMÁTICA/NOTEBOOK/,35380,https://portal.vtexcommercestable.com.br/notebook-gfast-13-5-pulgadas-intel-celeron-n4020-4-gb-128-gb-ssd-n-130/p,3,"<p style=""text-align: center;"">La notebook Gfast cuenta con un procesador Intel Celeron que se adapta perfectamente a tareas b&aacute;sicas tales como navegaci&oacute;n web, v&iacute;deo conferencias, confecci&oacute;n de tareas escolares o de oficina y todo lo requerido en el d&iacute;a a d&iacute;a. Adem&aacute;s, posee un disco de estado s&oacute;lido con 128 GB SSD de almacenamiento que le brinda un mejor rendimiento a la hora de realizar cualquier tipo de tareas.</p> <p style=""text-align: center;"">Pantalla: Panel 13.5"" IPS 3000 x 2000</p> <p style=""text-align: center;"">Procesador: Intel&reg; Celeron N4020</p> <p style=""text-align: center;"">Memoria: 4GB </p> <p style=""text-align: center;"">Almacenamiento: 128GB SSD (Solid State Drive) M.2</p> <p style=""text-align: center;"">Mouse: Touchpad multi-touch</p> <p style=""text-align: center;"">Teclado: Retroiluminado Estilo chocolate</p> <p style=""text-align: center;"">Video: Intel HD Graphics</p> <p style=""text-align: center;"">C&aacute;mara: 1 Mp</p> <p style=""text-align: center;"">Lector de Tarjetas: Micro SD</p> <p style=""text-align: center;"">Puertos USB: 2 x USB 3.0 + 1 x USB Type C</p> <p style=""text-align: center;"">Salida de video: Mini HDMI</p> <p style=""text-align: center;"">Wireless LAN: Si, 802.11 b/g/n</p> <p style=""text-align: center;"">Bluetooth: Si, Version 4.2</p> <p style=""text-align: center;"">Chasis: Met&aacute;lico</p> <p style=""text-align: center;"">Sistema Operativo: Windows 11</p> <p style=""text-align: center;"">Color: Gris oscuro</p> <p style=""text-align: center;"">Dimensiones del producto : 35mm x 150mm x 220mm</p> <p style=""text-align: center;"">Peso : 1.6Kg Aprox</p>"
54,"NOTEBOOK HP 250 G9 15,6 PULGADAS INTEL CELERON N4500 8 GB 256 GB",559999.0,801599,/Tecnología/INFORMÁTICA/NOTEBOOK/,44306,https://portal.vtexcommercestable.com.br/notebook-hp-250-g9-15-6-pulgadas-intel-celeron-n4500-8-gb-256-gb/p,11,"La laptop HP 250 G9 brinda funciones esenciales listas para las empresas en un diseño delgado y ligero que es fácil de llevar a donde vaya. La pantalla de 15,6 pulgadas en diagonal con amplia relación de pantalla y cuerpo5, potente procesador Intel®2, memoria rápida y almacenamiento ofrece productividad, mientras que los puertos incluidos conectan sus periféricos, todo a un precio que se adapta a su presupuesto. La laptop HP 250 G9 asequible y lista para las empresas brinda funciones esenciales de potencia y productividad en un diseño delgado y ligero y una pantalla grande de 15,6 pulgadas en diagonal."
55,Impresora HP Multifuncion Smart Tank 580 WIFI,326499.0,326499,/Tecnología/INFORMÁTICA/IMPRESORAS/,44318,https://portal.vtexcommercestable.com.br/impresora-hp-multifuncion-smart-tank-580-wifi/p,4,"<h4>Caracter&iacute;sticas y especificaciones</h4> <p></p> <div>HP Impresora Multifuncion Smart Tank 580 WIFI sistema continuo 1F3Y2A<br /><br />- HP ofrece el valor del dep&oacute;sito inteligente.<br />La tinta para hasta 12.000 p&aacute;ginas en negro o 6000 p&aacute;ginas a color permite a imprimir a una fracci&oacute;n del costo[4,9]<br /><br />- Mant&eacute;ngase conectado con una impresora que est&aacute; lista cuando usted lo est&aacute;<br />Mant&eacute;ngase conectado y siga imprimiendo con el Wi-Fi de recuperaci&oacute;n autom&aacute;tica[<br /><br />- Obtenga una impresora con dep&oacute;sito convenientemente intuitiva, dise&ntilde;ada para el d&iacute;a a d&iacute;a<br />F&aacute;cil configuraci&oacute;n guiada por dispositivo m&oacute;vil</div> <div></div> <h4><br /><br /><span style=""text-decoration: underline;""><strong>Especificaciones t&eacute;cnicas</strong></span></h4> <div></div> <div>- Tecnolog&iacute;a</div> <div></div> <div>- Tecnolog&iacute;a de impresi&oacute;n: Inyecci&oacute;n t&eacute;rmica de tinta HP</div> <div></div> <div>- Funciones: Impresi&oacute;n, copia , escaneado</div> <div></div> <div>- Impresi&oacute;n autom&aacute;tica a doble cara; Manual (soporte para controlador suministrado)</div> <div></div> <div>- Tipo de soportes admitidos: Papel com&uacute;n, Papeles para folletos mate, Papeles para folletos con brillo, Papeles fotogr&aacute;ficos, Sobres, Otros papeles especiales de inyecci&oacute;n de tinta<br /><br />Conectividad</div> <div></div> <div>- Conexiones: 1 Hi-Speed USB 2.0 (dispositivo); 1 Bluetooth de bajo consumo de energ&iacute;a; 1 Wi-Fi 802.11b/g/n; 1 Wi-Fi Direct<br /><br /></div> <div></div> <div></div> <p><strong>Rendimiento</strong></p> <div></div> <div>- Velocidad b/n: Hasta 12 ppm</div> <div></div> <div>- Velocidad color: Hasta 5 ppm</div> <div></div> <div>- Capacidad de hojas: Hasta 100 hojas</div> <div></div> <div>- Ciclo mensual (a4): Up to 3,000 pages</div> <div></div> <div>- Resoluci&oacute;n de impresi&oacute;n Hasta 1200 x 1200 ppp de reproducci&oacute;n</div> <div></div> <div>- Resoluci&oacute;n de escaneado: hasta 1200 ppp</div> <div></div> <div>- Profundidad de bits/niveles de escala grises: 24 bits<br /><br /></div> <div></div> <div></div> <h4><strong>Otros</strong></h4> <div></div> <div>- Dimensiones del producto: 434,66 x 361,53 x 157,26 mm</div> <div></div> <div>- Consumibles: Botella de tinta original HP GT53 de 90 ml, negro, 1VV22AL; botella de tinta original HP GT52, cian, M0H54AL; Botella de tinta original HP GT52 de 70 ml, magenta, M0H55AL; Botella de tinta original HP GT52 de 70 ml, amarill, M0H56AL; Paquete de 3 botellas de tinta original HP GT52, cian/magenta/amarilla, X4E44AL</div>"
56,"NOTEBOOK HP 15-EF2514LA 15,6 PULGADAS AMD RYZEN 7 8 GB 512 GB",749999.0,999999,/Tecnología/INFORMÁTICA/NOTEBOOK/,44315,https://portal.vtexcommercestable.com.br/notebook-hp-15-ef2514la-15-6-pulgadas-amd-ryzen-7-8-gb-512-gb/p,3,"<p>Permanece conectado con lo que m&aacute;s te importa gracias a una<br />bater&iacute;a de larga duraci&oacute;n y a un fino dise&ntilde;o de bisel con microborde.<br />Dise&ntilde;ada para mantener la productividad y estar entretenido en<br />cualquier parte, la laptop HP de 156"" pulgadas cuenta con un desempe&ntilde;o confiable y una amplia pantalla, para que puedas transmitir, navegar y completar tus tareas con rapidez</p> <h4></h4> <h4>Dise&ntilde;o hermoso y ligero</h4> <p></p> <p>La laptop HP 240 sigue el ritmo de estilas<br />de trabajo m&oacute;viles gracias a un dise&ntilde;o<br />delgado y ero. La hermosa pantala con<br />su angosto bordo y relaci&oacute;n de pantalla y<br />(cuerpo grande brinda amplio espacio para<br />trabajar o reproducir contenido.</p> <p></p> <h4>Dise&ntilde;ada para trabajar y lista para la diversi&oacute;n</h4> <p></p> <p>Complete proyectos con seguridad gracias<br />ala tecnolog&iacute;a m&aacute;s reciente, que incluye un<br />potente procesador Inter] memoria y<br />almacenamiento.</p> <p></p> <h4>Conexi&oacute;n excepcional</h4> <p></p> <p>Esta laptop est&aacute; Ita para conectarse a<br />todos sus perif&eacute;ricos y se dise&ntilde;&oacute; para<br />satisfacer los nocosidados ompresarialos:<br />con un puerto de datos USB Type-C*.un<br />puerto R45 y un puerto HDMI</p>"
57,PC GFAST H-150 I4120W INTEL CELERON 4 GB 120 GB SSD,186199.0,186199,/Tecnología/INFORMÁTICA/PC ESCRITORIO/,36714,https://portal.vtexcommercestable.com.br/pc-gfast-h-150-i4120w-intel-celeron-4-gb-120-gb-ssd/p,8,"<p><span style=""text-decoration: underline;""><strong>Especificaciones T&eacute;cnicas</strong></span></p> <p><br /><span>- Procesador: Intel Celeron</span></p> <p><span>- Memoria: 4GB DDR4</span><br /><span></span></p> <p><span>- Almacenamiento: 120GB SSD</span><br /><span></span></p> <p><span>- Sistema Operativo: Windows 11</span><br /><span></span></p> <p><span>- Gabinete: Slim</span><br /><span></span></p> <p><span>- Potencia: 300w</span><br /><span></span></p> <p><span>- Puertos:</span><br /><span>1 x HDMI</span><br /><span>1 x LAN RJ45</span><br /><span>2 x USB Frontales</span><br /><span>4 x USB 2.0 Traseros</span><br /><span>3 x Audio Jack (Spk, Mic, Aux)</span><br /><br /><span></span></p> <p><span>- Accesorios: Teclado / Mouse / Parlantes</span><br /><span></span></p> <p><span>- Dimensiones del producto: 31.5mm x 13.5mm x 39.5mm</span><br /><span></span></p> <p><span>- Peso: 4.950 Kg Aprox</span><span></span></p> <p><span>- No incluye Monitor</span></p>"
58,ROKU EXPRESS 3930MX 512MB,54299.0,54299,/Tecnología/INFORMÁTICA/ACCESORIOS INFORMÁTICA/,34644,https://portal.vtexcommercestable.com.br/roku-express-3930mx-512mb/p,11,"<P>Roku, marca pionera en la reproducción de streaming para TV, tiene como misión ser una plataforma que conecte todo el ecosistema televisivo del mundo. Para lograrlo fabrica dispositivos que son fáciles de configurar y usar y permiten el acceso a más de 100.000 películas y programas de TV. <br />Calidad de imagen: <br />Gracias a su compatibilidad con streaming en Full HD, aprovecharás de todo el contenido disponible en definición 1080p, con imágenes de colores más vibrantes y llamativos en comparación a su predecesor HD. <br />Diversión asegurada: <br />Es compatible con distintas plataformas con las cuales podrás acceder a lo mejor del cine, series, música y programas de TV.<br />Características: <br />Capacidad de almacenamiento: 32 MB | Memoria RAM: 512 MB | Interfaces de audio y video: HDMI | Resolución máxima de video: Full HD | Largo: 38.1 mm, Ancho: 76.2 mm, Altura: 19 mm"
59,"Monitor Gfast T-220 21,5 Pulgadas Led Full Hd",100899.0,100899,/Tecnología/INFORMÁTICA/MONITORES/,40293,https://portal.vtexcommercestable.com.br/monitor-gfast-t-220-21-5-pulgadas-led-full-hd/p,7,"<p><span>Disfrut&aacute; de todas las cualidades que el monitor Gfast T-220 tiene para ofrecerte. </span></p> <p><span>Percib&iacute; las im&aacute;genes de una manera completamente diferente y complement&aacute; cualquier espacio ya sea en tu casa u oficina.</span></p> <p><span></span></p> <h4><span>Un monitor a tu medida</span></h4> <p><span>Con tu pantalla LED no solo ahorr&aacute;s energ&iacute;a, ya que su consumo es bajo, sino que vas a ver colores n&iacute;tidos y definidos en tus pel&iacute;culas o series favoritas.</span></p> <p><span></span></p> <h4><span>Una experiencia visual de calidad </span></h4> <p><span>Este monitor de 21.5 pulgadas te va a resultar c&oacute;modo para estudiar, trabajar o ver una pel&iacute;cula en tus tiempos de ocio. Asimismo, su resoluci&oacute;n de 1920 x 1080 te permite disfrutar de momentos &uacute;nicos gracias a una imagen de alta fidelidad. </span></p> <p><span></span></p> <h4><span>Especificaciones T&eacute;cnicas </span></h4> <p><span>- Tama&ntilde;o: 21.5 pulgadas </span></p> <p><span>- Resolucion: 1920 x 1080 </span></p> <p><span>- Puertos: VGA-HDMI </span></p> <p><span>- Relaci&oacute;n de aspecto: 16:9 </span></p> <p><span>- Tasa de refresco: 60Hz </span></p> <p><span>- Tiempo de respuesta: 14 ms </span></p> <p><span>- Colores: 16.7 M </span></p> <p><span>- Brillo: 250cd/m2 </span></p> <p><span>- Cargador: Externo 50/60Hz </span></p> <p><span>- Idioma: Multi-lenguaje </span></p> <p><span>- Soporte Vesa: 100 x 100 mm (4 agujeros) </span></p> <p><span></span></p> <h4><span>Accesorios: </span></h4> <p><span>- Manual del usuario </span></p> <p><span>- Cable HDMI </span></p> <p><span>- Cable de Energia </span></p> <p><span>- Dimensiones del producto: 548mm x 113mm x 368mm </span></p> <p><span>- Peso: 2.85 Kg Aprox</span></p>"
60,"MONITOR ACER 19,5 PULGADAS V206HQL",95499.0,95499,/Tecnología/INFORMÁTICA/MONITORES/,40219,https://portal.vtexcommercestable.com.br/monitor-acer-19-5-pulgadas-v206hql/p,1,"<h4>Caracter&iacute;sticas y especificaciones</h4> <div>Acer Monitor LED 20"" V206HQL Abi HDMI VGA UM.IV6AA.A09<br /><br />Marca: Acer<br />L&iacute;nea: V6<br />Modelo : V206HQL<br />Voltaje: 100V/240V</div> <div><strong></strong></div> <h4><br /><br /><strong>Conectividad</strong></h4> <div></div> <div>Conexiones del monitor: VGA/D-Sub,HDMI</div> <div></div> <div></div> <h4><br /><strong>Especificaciones</strong></h4> <div></div> <div>Es curvo: No</div> <div></div> <div>Es gamer: No</div> <div></div> <div>Es reclinable: S&iacute;<br /><br /></div> <div></div> <h4></h4> <h4><strong>Otros</strong></h4> <h4></h4> <div>Con montaje VESA: S&iacute;</div> <div></div> <div>Montaje en pared VESA 100 x 100 mm<br /><br /></div> <div></div> <h4></h4> <h4><strong>Pantalla</strong><br /><br /></h4> <div></div> <div>- Tama&ntilde;o de la pantalla: 19.5 ""</div> <div></div> <div>- Frecuencia de refresco: 60 Hz</div> <div></div> <div>- Tipo de pantalla: LED</div> <div></div> <div>- Tipo de resoluci&oacute;n: HD</div> <div></div> <div>- Resoluci&oacute;n de la pantalla: 1600 px x 900 px</div> <div></div> <div>- Tipo de panel: TN</div> <div></div> <div>- Cantidad de colores de la pantalla: 16.7 millones</div> <div></div> <div>- Relaci&oacute;n de aspecto: 16:9</div> <div></div> <div>- Contraste: 1000:1</div> <div></div> <div>- &Aacute;ngulo de visi&oacute;n horizontal: 90&deg;</div> <div></div> <div>- &Aacute;ngulo de visi&oacute;n vertical: 65&deg;</div> <div></div> <div>- Brillo: 200 cd/m</div> <div></div> <div></div> <h4><br /><br />Consumo</h4> <div></div> <div><br />19,7W</div> <div></div> <div></div> <h4><br />Dimensiones</h4> <div></div> <div>Con soporte: 463,4 x 191 x 362,2 mm<br />Sin soporte: 463,4 x 50 x 276,2 mm</div> <div></div> <div></div> <h4><br />Peso</h4> <div></div> <div><br />Con soporte: 2.9 kg<br />Sin soporte: 2.5 kg</div>"
61,ROKU EXPRESS 4K 3940MX 1GB,69999.0,69999,/Tecnología/INFORMÁTICA/ACCESORIOS INFORMÁTICA/,34645,https://portal.vtexcommercestable.com.br/roku-express-4k-3940mx-1gb/p,1,"<P>Convertí tu TV en Smart<br />Mirá tu contenido favorito con una conexión inalámbrica sin interrupciones con el smart box Roku Express 4K. No importa si tu stream es en HD, 4K o HDR, siempre tendrás una calidad de imagen optimizada para tu TV con gran resolución y colores vívidos. Solo conectalo a tu TV y a internet y comenza a disfrutar. Además, ofrece una pantalla de inicio personalizable y un control remoto sencillo.<br />El streaming en 4K requiere una conexión a internet más potente que el streaming en HD. Por eso cuenta con conexión inalámbrica de doble banda para lograr una experiencia con conexión veloz sin interrupciones incluso si hay varios dispositivos conectados a tu red. <br />Airplay te permite hacerlo todo<br />Con AirPlay, podrás compartir videos, fotos, música y mucho más sin esfuerzo desde tu dispositivo Apple.<br />La app indispensable para streamers<br />La app gratuita de Roku para teléfonos hace que controlar tu reproductor Roku y tu Roku TV sea fácil. | Utilizala como un conveniente segundo control remoto | Buscá con tu voz o con el teclado de tu teléfono | Disfrutá del audio en privado con audífonos conectados a tu teléfono | Compartí videos, música y fotos hacia tu TV<br />Características: <br /> Memoria RAM: 1 GB | Interfaces de audio y video: HDMI | Resolución máxima de video: 2160 p | Medidas: 17.7 x 83.8 x 36.8 mm"
62,IMPRESORA HP DESKJET INK ADVANTAGE 2375 ALL IN ONE 7WQ01A,100399.0,100399,/Tecnología/INFORMÁTICA/IMPRESORAS/,26385,https://portal.vtexcommercestable.com.br/impresora-hp-deskjet-ink-advantage-2375-all-in-one-7wq01a/p,1,"La forma simple de obtener lo esencial. Con la configuración impecable desde la PC e impresión confiable, usted puede satisfacer sus necesidades de impresión, escaneo y copia con una impresora asequible. Use la aplicación HP Smart para obtener configuración sencilla y está listo. Esta impresora está diseñada para funcionar exclusivamente con cartuchos que tienen circuitos electrónicos de HP nuevos o reutilizados y cuenta con medidas de seguridad dinámica para bloquear cartuchos que tienen circuitos modificados o que no son de HP. Las actualizaciones periódicas del firmware mantendrán la eficacia de estas medidas y bloquearán los cartuchos que funcionaron anteriormente. Los circuitos electrónicos de HP reutilizados permiten el uso de cartuchos reutilizados, refabricados y recargados. CARACTERISTCIAS: Funciones:  Impresión, copia, escaneado - Compatibilidad con varias tareas:  No - Velocidad de impresión monocromática(ISO): Hasta 7,5 ppm - Velocidad de impresión color(ISO): Hasta 5,5 ppm - Velocidad de impresión en negro (borrador, carta): Hasta 20 ppm - Velocidad de impresión en color(borrador, carta): Hasta 16 ppm - Primera pagina impresa en negro (carta, lista): 15 segundos - Salida de primera página impresa color(carta, preparada): Velocidad máxima de 18 segundos - Ciclo de trabajo (mensual, carta): Hasta 1000 páginas - Volumen de páginas mensuales recomendado: 50 a 100 - Número de usuarios: 1-3 usuarios - Tecnología de impresión: Inyección térmica de tinta HP - Controladores de impresora incluidos HP PCL 3 GUI - Calidad de impresión en negro (óptima): Hasta 1200 x 1200 ppp de reproducción - Calidad de impresión en color(óptima): Resolución optimizada de hasta 4800 x 1200 dpi en color (cuando se imprime desde una computadora con papel fotográfico HP y 1200 dpi de entrada) - Lenguajes de impresión HP PCL 3 GUI Pantalla Ninguno/a  - Colores de impresión: Sí - Número de cartuchos de impresión 1 2 (1 negro, 1 tricolor) - Sensor de papel automático: No - Compatible con Mac: No - Capacidad de impresión móvil: No se admite impresión móvil - Capacidad inalámbrica: No - Conectividad, estándar 1 Hi-SpeedUSB2.0 - Requisitos mínimos del sistema: Windows 10, 7: Procesador de 1 GHz de 32 bits(x86)o64 bits(x64), 2 GB libres en el disco duro, conexión a Internet, puerto USB, Internet Explorer - Sistemas operativos compatibles: Windows 10, 7  Memoria: Memoria integrada - Memoria máxima: Memoria integrada - Entrada de manejo de papel, estándar:  Bandeja entrada 60 hojas - Capacidad de entrada: Hasta 60 hojas - Capacidad de entrada máxima(hojas): Hasta 60 hojas - Salida de manejo de papel, estándar: Bandeja salida de 25 hojas - Capacidad de salida: Hasta 25 hojas - Capacidad de salida máxima(hojas): Hasta 25 hojas - Manejo de impresiones terminadas: Alimentador de hojas - Impresión a doble cara: Manual(soporte para controlador suministrado) - Bandejas para papel, estándar: 1 - Bandejas para papel, máximo: 1 - Alimentador de sobres: No - Capacidad de entrada máxima(sobres): Hasta 5 sobres - Tipos de soportes: Papel común, papel fotográfico, papel para folletos"
