,nombre,precio_publicado,precio_regular,categoria,SKU,url_producto,stock,descripcion
20,AURICULARES BLUETOOTH PHILLIPS TAE4205BK/00,7319.99,14639,/Tecnología/AUDIO/PARLANTES PORTATILES/,25210,https://portal.vtexcommercestable.com.br/auriculares-bluetooth-phillips-tae4205bk-00/p,1,Micrófono: Sí - Tipo de uso: In Ear  Conectividad: Bluetooth  Deportivo: No  Modelo: TAE4205BK/00  Conector: Bluetooth - Control de volumen: Sí - Respuesta de frecuencia: 20 - 20 000 Hz  Sensibilidad - 105 dB
21,AURICULARES HP VINCHA DHE1205 NEGRO,8469.99,16939,/Tecnología/AUDIO/PARLANTES PORTATILES/,27100,https://portal.vtexcommercestable.com.br/auriculares-hp-vincha-dhe1205-negro/p,15,CARACTERÍSTICAS GENERALES - Lleva siempre encima tus auriculares HP para escaparte de la rutina y sumergirte en la música que más te gusta cuándo y dónde quieras - Los auriculares DHH-1205 se apoyan sobre tus oídos cómodamente y te brindan una calidad de sonido premium. - ESPECIFICACIONES TÉCNICAS - Marca: HP - Modelo: DHH-1205 - Cable de 1.2m de largo - Diseño plegable para transportar fácilmente - Micrófono incorporado - Ficha Jack 3.5mm
22,AURICULARES HP VINCHA DHE1205 BLANCO,7234.99,14469,/Tecnología/AUDIO/PARLANTES PORTATILES/,27101,https://portal.vtexcommercestable.com.br/auriculares-hp-vincha-dhe1205-blanco/p,4,CARACTERÍSTICAS GENERALES - Lleva siempre encima tus auriculares HP para escaparte de la rutina y sumergirte en la música que más te gusta cuándo y dónde quieras - Los auriculares DHH-1205 se apoyan sobre tus oídos cómodamente y te brindan una calidad de sonido premium. - ESPECIFICACIONES TÉCNICAS - Marca: HP - Modelo: DHH-1205 - Cable de 1.2m de largo - Diseño plegable para transportar fácilmente - Micrófono incorporado - Ficha Jack 3.5mm
23,PARLANTE BLUETOOTH THONET & VANDER KURBIS CINEMA,224437.84,345289,/Tecnología/AUDIO/PARLANTES/,37151,https://portal.vtexcommercestable.com.br/parlante-bluetooth-thonet-vander-kurbis-cinema/p,2,"KURBIS CINEMA se puede combinar fácilmente dentro de cualquier habitación, proporcionando una experiencia de sonido único. Este sistema de parlantes 2.0 ofrece un sonido cristalino, con un profundo refuerzo de graves. Te proporciona una definición impecable a la hora de escuchar música, ver películas, disfrutar recitales y divertirte con tus juegos. Perfecto para los puristas del sonido que buscan fidelidad, potencia y múltiples conexiones. - Conectividad: Bluetooth + S/PDIF (Optical) + RCA Stereo + 3.5 mm, Potencia de salida de audio: 72 W RMS, Impedancia: 6 Ohms, Tamaño del tweeter: 25 mm."
24,PARLANTE SOUND BAR THONET & VANDER DUNN HK096-03580,180049.34,276999,/Tecnología/AUDIO/SOUNDBARS/,37123,https://portal.vtexcommercestable.com.br/parlante-sound-bar-thonet-vander-dunn-hk096-03580/p,3,"<p>DUNN es una barra de sonido que convierte a su televisor en un sistema completo de entretenimiento. Coloque el subwoofer inal&aacute;mbrico en cualquier lugar de la habitaci&oacute;n y sienta el poderoso efecto envolvente de sus graves.</p> <h4 class=""toggle-atributos-item"">Peso:&nbsp;5 kg<br />Dimensiones:&nbsp;80 &times; 35 &times; 32 cm<br />Peak Power: 250<br />Tweeter Size:&nbsp;2.5""<br />Woofer / Subwoofer Size: 5''<br />Watts Detail: 50W RMS</h4>"
25,AURICULARES INALAMBRICO BOOST GO NARA,9099.35,13999,/Tecnología/AUDIO/AURICULARES/,19377,https://portal.vtexcommercestable.com.br/auriculares-inalambrico-boost-go-nara/p,12,AURICULARES INALAMBRICO BOOST GO NARA
26,PARLANTE FOXBOX CORVUS 3W WIRELESS,11049.35,16999,/Tecnología/AUDIO/PARLANTES/,44391,https://portal.vtexcommercestable.com.br/parlante-foxbox-corvus-3w-wireless-3/p,5,"<p><span>Parlante portatil Foxbox Warp Corvus wireless</span></p><p></p><p><br /><span>- Potencia de 3W</span><br /><span></span></p><p><span>- Alcance: 10MTS</span><br /><span></span></p><p><span>- Bluetooth 4.2 (permite emparejar 2 parlantes)</span><br /><span></span></p><p><span>- Ranura SD</span><br /><span></span></p><p><span>- Ranura USB</span><br /><span></span></p><p><span>- Ranura aux 3.5mm</span><br /><span></span></p><p><span>- Duraci&oacute;n de bateria: 2.5hs aprox</span><br /><span></span></p><p><span>- Dimensiones: 85 x 85 x 55mm</span><br /><span></span></p><p><span>- Incluye cable de carga y cable auxiliar.</span></p><p></p><p><span></span></p><p><br /><span>La m&uacute;sica siempre es una compa&ntilde;&iacute;a y por eso es importante que puedas llevarla con vos a donde sea que vayas.</span><br /><span>Con el Parlante inal&aacute;mbrico Foxbox Warp Corvus podr&aacute;s hacer esto posible ya que sus 3w de potencia te otorgar&aacute;n un sonido de alta calidad.</span><br /><span></span></p><p></p><p><span>Podr&aacute;s alejarte hasta 10 metros del mismo y la m&uacute;sica seguir&aacute; sonando sin interrupciones.</span><br /><br /><span></span></p><p><span>El Parlante Foxbox Warp Corvus cuenta con una duraci&oacute;n aproximada de 3hs de reproducci&oacute;n gracias a su bater&iacute;a de 500mAh, tiene una ranura para que puedas insertar una tarjeta de memoria y tambien un pendrive.</span><br /><span>Dentro de la caja encontrar&aacute;s un cable USB que te permitir&aacute; cargarlo y un cable auxiliar para conectar el parlante a cualquier dispositivo y llevar tu m&uacute;sica a todos lados.</span></p>"
27,TORRE DE SONIDO BLUETOOTH PHILIPS TAX3305/77 100W,249999.0,274519,/Tecnología/AUDIO/EQUIPOS DE MÚSICA/,13709,https://portal.vtexcommercestable.com.br/torre-philips-tax3305-77-100w/p,13,"<p><span>Convertite en el alma de la fiesta con la torre de sonido port&aacute;til Bluetooth. El parlante cuenta con funciones de karaoke, luces r&iacute;tmicas y sonido poderoso con graves potentes. Podes conectarlo a un enchufe o usarlo con la bater&iacute;a integrada cuando est&eacute;s afuera.</span></p> <p><span></span></p> <ul class=""p-bullets p-large p-s01__bullets p-heading-medium""> <li class=""p-s01__bullet""><span>Bluetooth</span></li> <li class=""p-s01__bullet""><span>USB, AUX, tarjeta SD, FM</span></li> <li class=""p-s01__bullet""><span>Funciones de karaoke y guitarra</span></li> <li class=""p-s01__bullet""><span>Bater&iacute;a integrada</span></li> <li class=""p-s01__bullet""><span>Potencia de salida 100&nbsp;W (potencia m&aacute;xima)</span></li> <li class=""p-s01__bullet""><span>Optimizaci&oacute;n del sonido&nbsp;</span>control de graves y agudos</li> <li class=""p-body-copy-02""><span data-src="""">Cable de audio</span></li> <li class=""p-body-copy-02""><span data-src="""">Cable de alimentaci&oacute;n de CA</span></li> <li class=""p-body-copy-02""><span data-src="""">Control remoto</span></li> <li class=""p-body-copy-02""><span data-src="""">Pilas para control remoto</span></li> <li class=""p-body-copy-02""><span data-src="""">Tipo de pantalla:&nbsp;</span>Pantalla LED; parlante: efecto de luz multicolor</li> </ul> <p><strong>Dimensiones del producto</strong></p> <ul> <li><span data-src="""">Profundidad&nbsp;</span>41,3 &nbsp;cm</li> <li>Altura 69,3 &nbsp;cm</li> <li>Peso 13 &nbsp;kg</li> <li>Ancho 40 &nbsp;cm</li> </ul> <p><strong>Conectividad</strong></p> <div class=""p-body-copy-02 ""><span>Bluetooth v4.2</span></div> <p>Entrada auxiliar:<span>RCA (I/D)</span></p> <p>Entrada de micr&oacute;fono:<span>1 x (6,3&nbsp;mm con control de volumen)</span></p> <p>Entrada de guitarra:&nbsp;<span>1 x (6,3&nbsp;mm con control de volumen)</span></p> <p>USB:&nbsp;<span>Host USB</span></p> <p>Tarjeta SD:<span>S&iacute;</span></p> <p></p> <p></p>"
28,AURICULAR HP VINCHA DHH - 1206,3294.99,6589,/Tecnología/AUDIO/PARLANTES PORTATILES/,27104,https://portal.vtexcommercestable.com.br/auricular-hp-vincha-dhh-1206/p,3,Lleva siempre encima tus auriculares HP para escaparte de la rutina y sumergirte en la música que más te gusta cuándo y dónde quieras. - Los auriculares DHH-1206 se apoyan sobre tus oídos cómodamente y te brindan una calidad de sonido premium. - ESPECIFICACIONES TÉCNICAS - Marca: HP - Modelo: DHH-1206 - Cable de 1.2m de largo - Diseño plegable para transportar fácilmente - Micrófono incorporado - Ficha jack 3.5mm
29,AURICULARES HP DHE-8009 CON MICROFONO,4649.99,9299,/Tecnología/AUDIO/PARLANTES PORTATILES/,27102,https://portal.vtexcommercestable.com.br/auriculares-hp-dhe-8009-con-microfono/p,1,Llevá siempre encima tus auriculares HP para escaparte de la rutina y sumergite en la música que más te gusta cuándo y dónde quieras. Estos auriculares HP 8009 están hechos para oficina y home-office. Su diseño liviano y almohadillas blandas permiten que los utilices durante todo el día con comodidad. Cuenta con un micrófono omnidireccional que capta la voz para darte una sensación de inmersión durante reuniones virtuales. ESPECIFICACIONES: Marca: HP - Modelo: DHE-8009 - Cable de 1.2m de largo - Micrófono incorporado - Diseño liviano - Ficha Jack 3.5mm
30,PARLANTE BARRA DE SONIDO THONET & VANDER STARK BLUETOOTH,320449.34,492999,/Tecnología/AUDIO/EQUIPOS DE MÚSICA/,41162,https://portal.vtexcommercestable.com.br/parlante-barra-de-sonido-thonet-vander-stark-bluetooth/p,1,"<p><span>Con tu NUEVO party Speaker STARK vas a tener siempre el entretenimiento al alcance de tus manos.</span><br /><span>Realz&aacute; tus fiestas y reuniones con sesiones de karaoke.</span><br /><span>Sonido potente y efectos de luz.</span><br /><span>Para que la diversi&oacute;n sea sin cables, cuenta con micr&oacute;fono inal&aacute;mbrico incorporado y funcionamiento a bater&iacute;a.</span><br /><span>Adem&aacute;s, tecnolog&iacute;a TWS para que puedas enlazar por bluetooth dos STARK party speakers.</span></p> <p><span></span></p> <p>CONEXIONES<br />Bluetooth y RCA &ndash; Mic in / Guitar in / Line in (RCA)</p> <p></p> <p>POTENCIA DE SALIDA DE AUDIO<br />90 W RMS</p> <p></p> <p>PEAK POWER EN W<br />350</p> <p></p> <p>VERSI&Oacute;N DE BLUETOOTH<br />5.0 SBC</p> <p></p> <p>RESPUESTA DE FRECUENCIA<br />40 Hz &ndash; 18 KHz</p> <p></p> <p>TWS<br />2 Conexiones</p> <p></p> <p>BATER&Iacute;A INTERNA<br />SI</p> <p></p> <p>MICR&Oacute;FONO INCORPORADO<br />SI (inal&aacute;mbrico)</p> <p></p> <p>MATERIAL WOOFER - SUBWOOFER<br />N/C</p> <p></p> <p>MATERIAL TWEETER<br />N/C</p> <p></p> <p>MATERIAL DE LA CAJA AC&Uacute;STICA<br />N/C</p> <p></p> <p>TAMA&Ntilde;O DEL WOOFER<br />8""</p> <p></p> <p>TAMA&Ntilde;O DEL TWEETER<br />3""</p> <p></p> <p>DURACI&Oacute;N DE LA BATER&Iacute;A EN REPRODUCCI&Oacute;N<br />8 horas a volumen moderado / 3-4 horas a m&aacute;ximo nivel de uso</p> <p></p> <p>DISPLAY<br />Pantalla digital</p> <p></p> <p>IMPEDANCIA<br />8 Ohms</p> <p></p> <p>PESO<br />Parlante: 12,4 Kg &ndash; Micr&oacute;fono: 270 Gr.</p> <p></p> <p>CLASE DE AMPLIFICADOR<br />N/C</p> <p></p> <p>DISTANCIA DE TRANSMISI&Oacute;N<br />Hasta 10 m.</p> <p></p> <p>DISTORISION<br />N/C</p> <p></p> <p>OTROS<br />Control de volumen, graves, agudos, vol. mic., efecto eco. Control remoto. FUNCIONES KARAOKE / MEGA BASS Luces de colores sincronizadas SOPORTE PARA SMARTPHONE / TABLET</p> <p></p> <p>ACCESORIOS<br />N/C</p> <p></p> <p>VOLTAGE<br />N/C</p> <p></p> <p>COLOR<br />Negro</p> <p></p> <p>DIMENSIONES<br />Alto 75 x Ancho 31,50 x Profundidad 32,20 cm.</p>"
31,Auriculares On Ear PHILIPS Bluetooth TAH4205WT/00 Blanco,42719.0,42719,/Tecnología/AUDIO/AURICULARES/,11437,https://portal.vtexcommercestable.com.br/auriculares-on-ear-bluetooth-tah4205wt-00-blanco/p,14,"29 horas de tiempo de reproducci&oacute;n | Carga r&aacute;pida | Bot&oacute;n de refuerzo de graves | Graves enriquecidos, sonido claro | Micr&oacute;fono para llamadas con manos libres | Bot&oacute;n multifunci&oacute;n. Controla f&aacute;cilmente la m&uacute;sica y las llamadas | Excelente sistema de aislaci&oacute;n de sonido | Controladores de 32mm | Almohadillas suaves para mayor comodidad | Banda sujetadora acolchada, ligera y ajustable | Dise&ntilde;o plegable para guardarlo f&aacute;cilmente | Garant&iacute;a: 1 a&ntilde;o | Origen: China."
32,PARLANTE INALAMBRICOS TWS THONET & VANDER FREI CHAIN GRAU GRIS HK096-03610,46344.35,71299,/Tecnología/AUDIO/PARLANTES PORTATILES/,37124,https://portal.vtexcommercestable.com.br/parlante-inalambricos-tws-thonet-vander-frei-chain-grau-gris-hk096-03610/p,2,"<p>Los NUEVOS parlantes FREI CHAIN cuentan con la misma potencia y portabilidad del FREI, agregando una nueva tecnolog&iacute;a (TWS) la cual permite conectar 2 FREI CHAIN al mismo tiempo por BLUETOOTH, convirtiendo tu sonido portable en stereo al mismo tiempo.</p> <p>&nbsp;</p> <p>- Conectividad: Bluetooth + 3.5 mm.</p> <p>- PESO: 0.570 kg</p> <p>- DIMENSIONES: 10.1 &times; 21.1 &times; 8.78 cm</p> <p>- PEAK POWER:50</p> <p>- RMS WATTS: 16</p> <p>- WATTS DETAIL: 8 + 8</p> <p>- FREQUENCY RESPONSE: 85Hz &ndash; 20 kHz</p> <p>- BLUETOOTH: 4.1</p> <p>- TRANSMISSION DISTANCE: 10m / 32ft</p> <p>- BATTERY LIFE &ndash; PLAYING: 8 hs</p> <p>- BATTERY LIFE - STAND BY: 16Hs</p> <p>- WOOFER / SUBWOOFER SIZE: 2""</p> <p>- WOOFER / SUBWOOFER MATERIAL: Coated Paper</p> <p>- RADIADOR PASIVO SIZE: 2""</p> <p>- RADIADOR PASIVO MATERIAL: High density rubber</p> <p>- ACUSTIC BOX DIMENSIONS: 202 x 74 x 60 mm</p> <p>- TWS: 2 Conexiones</p> <p>- BUILT-IN MICROPHONE: YES</p>"
33,PARLANTE INALAMBRICO FOXBOX O,69178.85,106429,/Tecnología/AUDIO/PARLANTES/,43402,https://portal.vtexcommercestable.com.br/parlante-inalambrico-foxbox-o/p,8,Parlante warp Foxbox Octancs Transporta tu musica a todos lados gracias a su resistencia al agua. Sonido increíble de claridad y precisión que se dispersa para hacer tu experiencia increible.  Incluye: 1 Parlante bluetooth 1 Cable de carga 1 Cable auxiliar  CARACTERISTICAS - Colores disponibles Negro/ Azul - IP67 waterproof (Resistente a salpicaduras ) - Conexión Bluetooth 5.1 - 10 metros de alcance - Con radio FM - 16W de potencia - 6 horas de bateria (3000 mAh) - Luces Led de multicolor que podes ir cambiando a tu gusto - Ranura de tarjeta de memoria - Se emparejan hasta 2 parlantes para multiplicar la experiencia. - Llamadas manos libres
34,PARLANTE INALAMBRICOS TWS THONET & VANDER FREI CHAIN GRAU ROJO HK096-03603,46344.35,71299,/Tecnología/AUDIO/PARLANTES PORTATILES/,37125,https://portal.vtexcommercestable.com.br/parlante-inalambricos-tws-thonet-vander-frei-chain-grau-rojo-hk096-03603/p,3,"<p>Los NUEVOS parlantes FREI CHAIN cuentan con la misma potencia y portabilidad del FREI, agregando una nueva tecnolog&iacute;a (TWS) la cual permite conectar 2 FREI CHAIN al mismo tiempo por BLUETOOTH, convirtiendo tu sonido portable en stereo al mismo tiempo.</p> <p>&nbsp;</p> <p>- Conectividad: Bluetooth + 3.5 mm.</p> <p>- PESO: 0.570 kg</p> <p>- DIMENSIONES: 10.1 &times; 21.1 &times; 8.78 cm</p> <p>- PEAK POWER:50</p> <p>- RMS WATTS: 16</p> <p>- WATTS DETAIL: 8 + 8</p> <p>- FREQUENCY RESPONSE: 85Hz &ndash; 20 kHz</p> <p>- BLUETOOTH: 4.1</p> <p>- TRANSMISSION DISTANCE: 10m / 32ft</p> <p>- BATTERY LIFE &ndash; PLAYING: 8 hs</p> <p>- BATTERY LIFE - STAND BY: 16Hs</p> <p>- WOOFER / SUBWOOFER SIZE: 2""</p> <p>- WOOFER / SUBWOOFER MATERIAL: Coated Paper</p> <p>- RADIADOR PASIVO SIZE: 2""</p> <p>- RADIADOR PASIVO MATERIAL: High density rubber</p> <p>- ACUSTIC BOX DIMENSIONS: 202 x 74 x 60 mm</p> <p>- TWS: 2 Conexiones</p> <p>- BUILT-IN MICROPHONE: YES</p>"
35,PARLANTE INALÁMBRICO TWS THONET & VANDER FREI TOPP OZEAN AZUL HK096-03619,56549.35,86999,/Tecnología/AUDIO/PARLANTES PORTATILES/,37145,https://portal.vtexcommercestable.com.br/parlante-inal-mbrico-tws-thonet-vander-frei-topp-ozean-azul-hk096-03619/p,2,"<p>Los NUEVOS parlantes FREI TOPP se presentan como la edici&oacute;n especial de nuestro ya conocido modelo FREI CHAIN TWS. / Tambi&eacute;n incorporan la nueva tecnolog&iacute;a (TWS): te permite enlazar dos FREI TOPP en stereo v&iacute;a bluetooth, convirti&eacute;ndolo en tu sistema de sonido portable. / Ahora cuentan con un 50% m&aacute;s de potencia y un nuevo sistema de doble bater&iacute;a, con 30 horas de uso disponible. / Con el speaker phone function vas a poder atender c&oacute;modamente todas tus llamadas telef&oacute;nicas. / / Conectividad: Bluetooth + 3.5 mm.</p> <p>&nbsp;</p> <p>PESO: 0.690 kg</p> <p>PEAK POWER: 75</p> <p>RMS WATTS: 24</p> <p>DISTRIBUCI&Oacute;N: 12 + 12</p> <p>RESPUESTA DE FRECUENCIA: 180Hz &ndash; 20 kHz</p> <p>BLUETOOTH: 5.0</p> <p>ALCANCE BLUETOOTH: 10m / 32ft</p> <p>BATER&Iacute;AS: 2</p> <p>TIEMPO DURACI&Oacute;N BATERIA: 30 hs</p> <p>TIPO DE BATER&Iacute;A: 18650 Lithium-Ion &ndash; 1800 mAh</p> <p>TAMA&Ntilde;O WOOFER / SUBWOOFER: 2""</p> <p>MATERIAL WOOFER / SUBWOOFER: PAPEL RECUBIERTO</p> <p>TAMA&Ntilde;O RADIADOR PASIVO: 2""</p> <p>MATERIAL RADIADOR PASIVO: PVC de alta densidad</p> <p>FUENTE DE ALIMENTACI&Oacute;N: DC 5 V mini USB</p> <p>SENSIBILIDAD: &gt;80 dB</p> <p>DIMENSI&Oacute;N CAJA ACUSTICA: 202 x 75 x 60 mm</p> <p>COLOR: &nbsp;Ozean</p> <p>TWS: 2 Conexiones</p> <p>MANOS LIBRES: SI</p>"
36,PARLANTE FOXBOX CORVUS 3W WIRELESS NEGRO,11049.35,16999,/Tecnología/AUDIO/PARLANTES/,43403,https://portal.vtexcommercestable.com.br/parlante-foxbox-corvus-3w-wireless-negro/p,5,"<p><span>Parlante portatil Foxbox Warp Corvus wireless NEGRO</span></p><p></p><p><br /><span>- Potencia de 3W</span><br /><span></span></p><p><span>- Alcance: 10MTS</span><br /><span></span></p><p><span>- Bluetooth 4.2 (permite emparejar 2 parlantes)</span><br /><span></span></p><p><span>- Ranura SD</span><br /><span></span></p><p><span>- Ranura USB</span><br /><span></span></p><p><span>- Ranura aux 3.5mm</span><br /><span></span></p><p><span>- Duraci&oacute;n de bateria: 2.5hs aprox</span><br /><span></span></p><p><span>- Dimensiones: 85 x 85 x 55mm</span><br /><span></span></p><p><span>- Incluye cable de carga y cable auxiliar.</span></p><p></p><p><br /><span>La m&uacute;sica siempre es una compa&ntilde;&iacute;a y por eso es importante que puedas llevarla con vos a donde sea que vayas.</span><br /><span>Con el Parlante inal&aacute;mbrico Foxbox Warp Corvus podr&aacute;s hacer esto posible ya que sus 3w de potencia te otorgar&aacute;n un sonido de alta calidad.</span><br /><span>Podr&aacute;s alejarte hasta 10 metros del mismo y la m&uacute;sica seguir&aacute; sonando sin interrupciones.</span></p><p></p><p><br /><span>El Parlante Foxbox Warp Corvus cuenta con una duraci&oacute;n aproximada de 3hs de reproducci&oacute;n gracias a su bater&iacute;a de 500mAh, tiene una ranura para que puedas insertar una tarjeta de memoria y tambien un pendrive.</span><br /><span>Dentro de la caja encontrar&aacute;s un cable USB que te permitir&aacute; cargarlo y un cable auxiliar para conectar el parlante a cualquier dispositivo y llevar tu m&uacute;sica a todos lados.</span></p>"
37,PARLANTE FOXBOX CORVUS 3W WIRELESS,11049.35,16999,/Tecnología/AUDIO/PARLANTES/,43512,https://portal.vtexcommercestable.com.br/parlante-foxbox-corvus-3w-wireless/p,5,"<p><span>Parlante portatil Foxbox Warp Corvus wireless</span></p><p></p><p><br /><span>- Potencia de 3W</span><br /><span></span></p><p><span>- Alcance: 10MTS</span><br /><span></span></p><p><span>- Bluetooth 4.2 (permite emparejar 2 parlantes)</span><br /><span></span></p><p><span>- Ranura SD</span><br /><span></span></p><p><span>- Ranura USB</span><br /><span></span></p><p><span>- Ranura aux 3.5mm</span><br /><span></span></p><p><span>- Duraci&oacute;n de bateria: 2.5hs aprox</span><br /><span></span></p><p><span>- Dimensiones: 85 x 85 x 55mm</span><br /><span></span></p><p><span>- Incluye cable de carga y cable auxiliar.</span></p><p></p><p><br /><span>La m&uacute;sica siempre es una compa&ntilde;&iacute;a y por eso es importante que puedas llevarla con vos a donde sea que vayas.</span><br /><span>Con el Parlante inal&aacute;mbrico Foxbox Warp Corvus podr&aacute;s hacer esto posible ya que sus 3w de potencia te otorgar&aacute;n un sonido de alta calidad.</span><br /><span>Podr&aacute;s alejarte hasta 10 metros del mismo y la m&uacute;sica seguir&aacute; sonando sin interrupciones.</span></p><p></p><p><br /><span>El Parlante Foxbox Warp Corvus cuenta con una duraci&oacute;n aproximada de 3hs de reproducci&oacute;n gracias a su bater&iacute;a de 500mAh, tiene una ranura para que puedas insertar una tarjeta de memoria y tambien un pendrive.</span><br /><span>Dentro de la caja encontrar&aacute;s un cable USB que te permitir&aacute; cargarlo y un cable auxiliar para conectar el parlante a cualquier dispositivo y llevar tu m&uacute;sica a todos lados.</span></p>"
38,PARLANTE FOXBOX CORVUS 3W WIRELESS,11049.35,16999,/Tecnología/AUDIO/PARLANTES/,43559,https://portal.vtexcommercestable.com.br/parlante-foxbox-corvus-3w-wireless-2/p,2,"<p><span>Parlante portatil Foxbox Warp Corvus wireless</span></p><p></p><p><br /><span>- Potencia de 3W</span><br /><span></span></p><p><span>- Alcance: 10MTS</span><br /><span></span></p><p><span>- Bluetooth 4.2 (permite emparejar 2 parlantes)</span><br /><span></span></p><p><span>- Ranura SD</span><br /><span></span></p><p><span>- Ranura USB</span><br /><span></span></p><p><span>- Ranura aux 3.5mm</span><br /><span></span></p><p><span>- Duraci&oacute;n de bateria: 2.5hs aprox</span><br /><span></span></p><p><span>- Dimensiones: 85 x 85 x 55mm</span><br /><span></span></p><p><span>- Incluye cable de carga y cable auxiliar.</span></p><p></p><p><span></span></p><p><br /><span>La m&uacute;sica siempre es una compa&ntilde;&iacute;a y por eso es importante que puedas llevarla con vos a donde sea que vayas.</span><br /><span>Con el Parlante inal&aacute;mbrico Foxbox Warp Corvus podr&aacute;s hacer esto posible ya que sus 3w de potencia te otorgar&aacute;n un sonido de alta calidad.</span><br /><span></span></p><p></p><p><span>Podr&aacute;s alejarte hasta 10 metros del mismo y la m&uacute;sica seguir&aacute; sonando sin interrupciones.</span><br /><br /><span></span></p><p><span>El Parlante Foxbox Warp Corvus cuenta con una duraci&oacute;n aproximada de 3hs de reproducci&oacute;n gracias a su bater&iacute;a de 500mAh, tiene una ranura para que puedas insertar una tarjeta de memoria y tambien un pendrive.</span><br /><span>Dentro de la caja encontrar&aacute;s un cable USB que te permitir&aacute; cargarlo y un cable auxiliar para conectar el parlante a cualquier dispositivo y llevar tu m&uacute;sica a todos lados.</span></p>"
39,PARLANTE PHILIPS TAX2706/77,128659.0,128659,/Tecnología/AUDIO/PARLANTES/,28478,https://portal.vtexcommercestable.com.br/parlante-philips-tax2706-77/p,1,"TORRE DE SONIDO BLUETOOTH PHILIPS TAX2706/77 -Potencia de salida 40W -Woofer 12"" -Optimización del sonido: control de sonido digital, control de graves y agudos, Karaoke -Bluetooth -2 Entradas de micrófonos (6,3mm de ancho con un solo control de volumen) -Entrada de línea 1x3,5mm -Cantidad de canales de sonido: Mono -Rejilla del parlante -Efecto de luz del parlante -Batería Ion-litio integrada -Duración de la batería hasta 7 horas -Accesorios incluídos: Adaptador de alimentación de CA, Guía de inicio rápido, Certificado de garantía -Medidas: 300x330x520mm -Peso: 6,1kg -Color Negro -Modelo TAX2706/77 -Garantía fabricante 12 meses -Origen Argentina"
40,Auriculares Bluetooth Motorola MOTO XT500 Plus White,56999.0,56999,/Tecnología/AUDIO/PARLANTES PORTATILES/,44709,https://portal.vtexcommercestable.com.br/auriculares-bluetooth-motorola-moto-xt500-plus-white/p,2,"MOTO XT500+ ofrece un rendimiento con calidad de estudio y libertad inalámbrica. Sus acabados de primera calidad y su diseño plegable y compacto te permiten llevarlos dondequiera que vayas, sin preocupaciones. Los potentes transductores de 40 mm y el aislamiento acústico proporcionan un sonido soberbio, mientras que las 25 horas de autonomía y el micrófono integrado permiten recibir y realizar llamadas con manos libres, por lo que son perfectos para usarlos durante todo el día."
41,PARL BT PHILIPS TAS1505B/0013,24009.0,24009,/Tecnología/AUDIO/PARLANTES PORTATILES/,18321,https://portal.vtexcommercestable.com.br/parlantes-bt-philips-tas1505b-00/p,4,PARL BT PHILIPS TAS1505B/0013
42,AURICULARES PHILIPS TAE4105WT/00 BLANCO,10259.0,10259,/Tecnología/AUDIO/AURICULARES/,39482,https://portal.vtexcommercestable.com.br/auriculares-philips-tae4105wt-00-blanco/p,8,"<p><span>Disfrut&aacute; de graves potentes para toda tu m&uacute;sica. Estos auriculares intrauditivos cuentan con un c&oacute;modo ajuste intrauditivo y el control remoto integrado facilita la pausa de las listas de reproducci&oacute;n. Perfecto para cuando entra una llamada, ya que los graves est&aacute;n a punto de comenzar en tu canci&oacute;n favorita.</span></p> <p><span></span></p> <h4 class=""p-heading-04-large p-heading-bold p-feature-title"">Graves potentes. Sonido claro</h4> <p class=""p-body-copy-02"">&iquest;Qu&eacute; es la vida en movimiento sin tus canciones favoritas? Estos auriculares brindan graves potentes y definidos a partir de potentes controladores de neodimio de 10&nbsp;mm para que puedas escuchar m&uacute;sica desde los auriculares que se ajustan perfectamente.</p> <p class=""p-body-copy-02""></p> <h4 class=""p-heading-04-large p-heading-bold p-feature-title"">Escuch&aacute; tu m&uacute;sica con total comodidad</h4> <p class=""p-body-copy-02"">Un tubo ac&uacute;stico ovalado y tres&nbsp;tama&ntilde;os de cubiertas intercambiables de almohadillas de goma te permiten un c&oacute;modo ajuste intrauditivo. Disfrut&aacute; cada segundo de las canciones que ador&aacute;s.</p> <p class=""p-body-copy-02""></p> <h4 class=""p-heading-04-large p-heading-bold p-feature-title"">Control remoto en el cable. Control&aacute; f&aacute;cilmente tu m&uacute;sica y llamadas</h4> <p class=""p-body-copy-02"">Contest&aacute; una llamada o paus&aacute; tu lista de reproducci&oacute;n sin tocar tu smartphone. El conector en &aacute;ngulo te ayuda a mantener los auriculares conectados a tu pr&aacute;ctico dispositivo inteligente si ten&eacute;s el tel&eacute;fono en el bolsillo.</p>"
43,Auriculares Dekkin Vincha Con Cable Negro,7149.0,7149,/Tecnología/AUDIO/AURICULARES/,38647,https://portal.vtexcommercestable.com.br/auriculares-dekkin-vincha-con-cable-negro/p,3,"<p>- Auricular tipo vincha.</p><p>- Con microfono incorporado.</p><p>- Frecuencia: 20 Hz - 20 KHz.</p><p>- Material: ABS.</p><p>- Conectividad: Alambrico 3.5 mm.</p><p>- Largo del cable: 1,2 m.</p>"
